uid,slug,name,state,area_ha,n_buildings,cls,start_period,start_is_pseudo,review_type,period,offset,n_valid,clear_frac,rmse,vegetation,soil,high_albedo,low_albedo,ndvi,ndbi,swir,soil_area_m2,high_albedo_area_m2,chip
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2023-08-H1,-60,4460,1.0,0.03556,0.36596,0.00027,0.00012,0.63365,0.85994,-0.30267,0.16172,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2023-08-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2023-08-H2,-59,4460,1.0,0.03243,0.3712,0.00829,0.0058,0.61471,0.82345,-0.30342,0.16831,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2023-08-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2023-09-H1,-58,4460,1.0,0.03669,0.36118,0.0003,0.00101,0.63752,0.8509,-0.32302,0.15443,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2023-09-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2023-10-H1,-56,4460,1.0,0.04086,0.30305,2e-05,6e-05,0.69686,0.8509,-0.30033,0.14196,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2023-10-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2023-10-H2,-55,4460,1.0,0.04496,0.2507,2e-05,2e-05,0.74927,0.80948,-0.27646,0.1307,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2023-10-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2023-11-H1,-54,1977,0.4655,0.05487,0.1584,0.0002,0.00012,0.84128,0.77377,-0.34937,0.08921,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2023-11-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2023-11-H2,-53,4460,1.0,0.03718,0.2339,0.00082,1e-05,0.76527,0.65356,-0.1374,0.16084,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2023-11-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2023-12-H1,-52,4361,1.0,0.04542,0.12201,0.0,0.0,0.87799,0.634,-0.18261,0.10488,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2023-12-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2023-12-H2,-51,4434,1.0,0.04317,0.15663,0.00097,0.0,0.8424,0.652,-0.05079,0.14606,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2023-12-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-01-H2,-49,2739,0.6449,0.04667,0.03993,0.00168,0.00033,0.95806,0.481,-0.12673,0.07644,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-01-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-02-H1,-48,4460,1.0,0.0387,0.18249,0.01431,2e-05,0.80319,0.62654,-0.02003,0.17195,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-02-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-02-H2,-47,4460,1.0,0.03935,0.19052,0.02014,2e-05,0.78932,0.61487,-0.0032,0.18271,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-02-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-03-H2,-45,4460,1.0,0.03365,0.20786,0.07253,9e-05,0.71952,0.57275,0.0021,0.21175,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-03-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-04-H1,-44,4460,1.0,0.02848,0.24774,0.06324,8e-05,0.68894,0.61109,-0.04914,0.21286,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-04-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-04-H2,-43,4460,1.0,0.02805,0.42321,0.00052,0.00014,0.57613,0.84176,-0.34839,0.16482,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-04-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-05-H1,-42,4460,1.0,0.0279,0.44958,9e-05,0.00013,0.5502,0.83535,-0.38905,0.15879,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-05-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-05-H2,-41,3278,0.7718,0.02891,0.49736,0.00159,0.00412,0.49693,0.84532,-0.3976,0.17062,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-05-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-06-H1,-40,3713,0.8743,0.02098,0.59066,3e-05,0.0,0.40931,0.8636,-0.39838,0.19246,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-06-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-06-H2,-39,4460,1.0,0.02875,0.5012,0.00074,7e-05,0.49799,0.87251,-0.37249,0.17813,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-06-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-07-H1,-38,3169,0.7462,0.03194,0.44727,0.00067,0.00011,0.55195,0.86543,-0.35551,0.16872,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-07-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-07-H2,-37,1829,0.4307,0.02437,0.46769,0.00444,0.01726,0.51061,0.81106,-0.33843,0.19014,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-07-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-08-H1,-36,4460,1.0,0.03531,0.3978,0.00024,9e-05,0.60186,0.87949,-0.33257,0.16192,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-08-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-08-H2,-35,4460,1.0,0.04215,0.34541,3e-05,9e-05,0.65447,0.89068,-0.31835,0.14982,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-08-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-09-H1,-34,4460,1.0,0.0375,0.32972,2e-05,9e-05,0.67017,0.84931,-0.33466,0.14167,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-09-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-09-H2,-33,4460,1.0,0.03858,0.29126,0.00013,6e-05,0.70856,0.84116,-0.29785,0.13975,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-09-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-10-H1,-32,4460,1.0,0.04521,0.27799,0.0,2e-05,0.72199,0.87192,-0.31729,0.12935,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-10-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-10-H2,-31,4460,1.0,0.04373,0.27222,0.0,1e-05,0.72777,0.84505,-0.3094,0.1297,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-10-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-11-H1,-30,4411,1.0,0.04359,0.22762,0.00012,0.0,0.77226,0.73703,-0.18077,0.14565,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-11-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-11-H2,-29,4460,1.0,0.03527,0.20158,0.00259,0.0,0.79583,0.6146,-0.10239,0.15683,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-11-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-12-H1,-28,4460,1.0,0.03594,0.19057,0.00586,0.0,0.80357,0.59796,-0.05024,0.16616,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-12-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2024-12-H2,-27,4460,1.0,0.04093,0.15287,0.00106,0.0,0.84607,0.64856,-0.0439,0.14647,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2024-12-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-01-H1,-26,4264,1.0,0.02742,0.19548,0.0,0.01164,0.79289,0.50174,-0.30963,0.11484,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-01-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-01-H2,-25,4460,1.0,0.03868,0.17444,0.01716,0.0,0.8084,0.60981,0.0022,0.17476,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-01-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-02-H1,-24,4460,1.0,0.03574,0.17875,0.02107,1e-05,0.80017,0.56798,0.00214,0.17928,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-02-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-02-H2,-23,4460,1.0,0.03523,0.19439,0.03634,4e-05,0.76923,0.58897,-0.00594,0.19011,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-02-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-03-H1,-22,4460,1.0,0.03149,0.21962,0.07158,0.00015,0.70865,0.57559,-0.01448,0.21234,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-03-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-03-H2,-21,4460,1.0,0.03544,0.20915,0.0727,0.00011,0.71805,0.56855,0.01582,0.21656,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-03-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-04-H1,-20,4460,1.0,0.02775,0.24843,0.04747,0.00015,0.70394,0.61199,-0.07652,0.20013,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-04-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-04-H2,-19,2240,0.5274,0.02337,0.30669,0.02836,0.00052,0.66443,0.66594,-0.14569,0.19856,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-04-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-05-H1,-18,4460,1.0,0.03546,0.46865,0.00016,0.00021,0.53098,0.88646,-0.41883,0.15293,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-05-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-05-H2,-17,4460,1.0,0.03212,0.5228,0.0003,0.00023,0.47667,0.88894,-0.42222,0.1653,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-05-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-06-H1,-16,4460,1.0,0.02461,0.49753,0.00041,0.00017,0.5019,0.83112,-0.38937,0.17222,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-06-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-06-H2,-15,4460,1.0,0.03079,0.46099,0.00037,0.00019,0.53846,0.88308,-0.35701,0.17209,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-06-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-07-H1,-14,4460,1.0,0.03196,0.43696,0.00061,0.00011,0.56232,0.88429,-0.33599,0.17254,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-07-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-07-H2,-13,4460,1.0,0.03536,0.3937,0.00047,8e-05,0.60576,0.87488,-0.3073,0.16875,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-07-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-08-H1,-12,4386,1.0,0.02953,0.45086,0.00023,0.00013,0.54877,0.86386,-0.352,0.17163,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-08-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-08-H2,-11,4460,1.0,0.03873,0.3583,0.00027,0.0001,0.64133,0.87592,-0.34392,0.14697,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-08-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-09-H1,-10,3032,0.7139,0.03548,0.33007,0.00245,0.00747,0.66002,0.81187,-0.30182,0.15508,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-09-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-10-H1,-8,4460,1.0,0.04273,0.26758,5e-05,3e-05,0.73234,0.85156,-0.28749,0.1342,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-10-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-10-H2,-7,4460,1.0,0.04423,0.28552,1e-05,0.0,0.71446,0.86394,-0.31365,0.13234,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-10-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-11-H1,-6,4460,1.0,0.03574,0.23775,0.00087,1e-05,0.76137,0.64766,-0.1504,0.15887,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-11-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-12-H1,-4,28,0.0066,0.02737,0.11798,0.03919,0.0,0.84284,0.45332,-0.01864,0.14913,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-12-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2025-12-H2,-3,4452,1.0,0.04033,0.18289,0.0036,0.0,0.81351,0.63791,-0.058,0.15825,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2025-12-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2026-01-H1,-2,4460,1.0,0.03312,0.18041,0.01188,0.00013,0.80758,0.59026,-0.03982,0.16582,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2026-01-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2026-01-H2,-1,4128,0.972,0.04492,0.15719,7e-05,0.00037,0.84237,0.63345,-0.26157,0.1039,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2026-01-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2026-02-H1,0,4460,1.0,0.03422,0.18939,0.05911,0.00315,0.74835,0.5156,-0.01455,0.1937,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2026-02-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2026-02-H2,1,4460,1.0,0.03591,0.17947,0.06188,0.00837,0.75028,0.47274,0.01403,0.20194,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2026-02-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2026-03-H1,2,4460,1.0,0.03617,0.17099,0.13491,0.00766,0.68645,0.45925,0.06523,0.23803,1001.54808,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2026-03-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2026-03-H2,3,4460,1.0,0.03541,0.17283,0.15973,0.01447,0.65296,0.4452,0.05706,0.25012,11718.11248,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2026-03-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2026-04-H1,4,4460,1.0,0.02287,0.25097,0.24694,0.02563,0.47646,0.51818,-0.07947,0.28391,135609.60936,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2026-04-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2026-04-H2,5,4460,1.0,0.02915,0.32789,0.20753,0.0269,0.43768,0.60486,-0.2137,0.25174,124091.8065,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2026-04-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2026-05-H1,6,4460,1.0,0.02864,0.3613,0.24258,0.03436,0.36175,0.60933,-0.23904,0.26344,134808.3709,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2026-05-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2026-05-H2,7,4460,1.0,0.02902,0.36609,0.14395,0.02985,0.46011,0.61243,-0.22302,0.23378,28343.81052,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2026-05-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2026-06-H1,8,4460,1.0,0.02615,0.34502,0.26124,0.03951,0.35422,0.59229,-0.20816,0.27879,135609.60936,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2026-06-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2026-06-H2,9,29,0.0068,0.01859,0.20233,0.29313,0.17547,0.32907,0.245,-0.05012,0.36191,200.30962,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2026-06-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2026-07-H1,10,4460,1.0,0.02774,0.3127,0.24328,0.06074,0.38328,0.55685,-0.179,0.2868,125493.97381,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2026-07-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2026-08-H1,12,4354,1.0,0.02927,0.26549,0.1895,0.04371,0.5013,0.54539,-0.15874,0.25289,101857.43923,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2026-08-H1.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2026-08-H2,13,4460,1.0,0.03569,0.24897,0.05867,0.043,0.64936,0.54254,-0.18611,0.19188,0.0,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2026-08-H2.png
82c28624-dcdf-4cd4-95c0-fd2f9b316c54,qts-richmond-v-llc-campus-82c28624,Qts Richmond V Llc Campus,VA,42.75,13,positive,2026-02-H1,False,Greenfield,2026-09-H1,14,4460,1.0,0.03051,0.21984,0.20805,0.04682,0.52529,0.53984,-0.13307,0.24877,101657.12962,0.0,results/chips_pos16par/qts-richmond-v-llc-campus-82c28624/2026-09-H1.png
